Timestamp,LatencyMs,Tick,Configuration
13.108,13.219,2059,Oculus Quest_Android
13.122,14.136,2063,Oculus Quest_Android
13.135,13.593,2066,Oculus Quest_Android
13.150,13.909,2069,Oculus Quest_Android
13.163,13.454,2072,Oculus Quest_Android
13.177,14.312,2076,Oculus Quest_Android
13.191,14.013,2079,Oculus Quest_Android
13.205,13.721,2082,Oculus Quest_Android
13.219,13.711,2086,Oculus Quest_Android
13.232,13.719,2089,Oculus Quest_Android
13.247,13.865,2092,Oculus Quest_Android
13.261,14.596,2096,Oculus Quest_Android
13.274,13.462,2099,Oculus Quest_Android
13.288,14.007,2102,Oculus Quest_Android
13.302,13.720,2105,Oculus Quest_Android
13.316,14.097,2109,Oculus Quest_Android
13.330,13.716,2112,Oculus Quest_Android
13.344,14.047,2115,Oculus Quest_Android
13.357,13.550,2119,Oculus Quest_Android
13.371,13.780,2122,Oculus Quest_Android
13.385,14.018,2125,Oculus Quest_Android
13.399,14.071,2129,Oculus Quest_Android
13.413,14.058,2132,Oculus Quest_Android
13.427,13.545,2135,Oculus Quest_Android
13.441,14.147,2138,Oculus Quest_Android
13.455,14.176,2142,Oculus Quest_Android
13.469,13.435,2145,Oculus Quest_Android
13.483,14.327,2148,Oculus Quest_Android
13.496,13.509,2152,Oculus Quest_Android
13.511,14.140,2155,Oculus Quest_Android
13.524,13.920,2158,Oculus Quest_Android
13.538,13.461,2161,Oculus Quest_Android
13.552,13.742,2165,Oculus Quest_Android
13.566,13.837,2168,Oculus Quest_Android
13.580,14.198,2171,Oculus Quest_Android
13.594,14.052,2175,Oculus Quest_Android
13.607,13.515,2178,Oculus Quest_Android
13.622,14.099,2181,Oculus Quest_Android
13.635,14.034,2185,Oculus Quest_Android
13.650,14.298,2188,Oculus Quest_Android
13.663,13.675,2191,Oculus Quest_Android
13.677,13.631,2195,Oculus Quest_Android
13.691,13.852,2198,Oculus Quest_Android
13.704,13.720,2201,Oculus Quest_Android
13.719,14.297,2204,Oculus Quest_Android
13.733,13.777,2208,Oculus Quest_Android
13.747,13.830,2211,Oculus Quest_Android
